MSSubClass,MSZoning,LotFrontage,LotShape,LandContour,LotConfig,Neighborhood,OverallQual,OverallCond,YearRemodAdd,RoofStyle,Exterior1st,ExterQual,Foundation,BsmtQual,BsmtExposure,BsmtFinType1,HeatingQC,CentralAir,1stFlrSF,2ndFlrSF,GrLivArea,BsmtFullBath,HalfBath,KitchenQual,TotRmsAbvGrd,Functional,Fireplaces,FireplaceQu,GarageFinish,GarageCars,GarageArea,PavedDrive,WoodDeckSF,ScreenPorch,SaleCondition,YrSold,Prediccion_Escalada,Precio_Predicho_USD
20,C (all),65.0,Reg,Lvl,Corner,IDOTRR,4,6,1980,Gable,MetalSd,TA,CBlock,TA,No,GLQ,Gd,Y,1073,0,1073,1.0,0,TA,6,Typ,0,,Unf,2.0,720.0,Y,0,0,Abnorml,2007,11.549396037212125,103714.3782752308
30,C (all),60.0,Reg,Lvl,Inside,IDOTRR,5,9,2007,Hip,MetalSd,Gd,BrkTil,TA,No,ALQ,Ex,Y,1001,0,1001,0.0,0,Gd,5,Typ,0,,Unf,1.0,216.0,N,154,0,Normal,2007,11.654292112322361,115184.6892185737
120,RM,59.0,IR1,HLS,Inside,Crawfor,8,5,2007,Hip,CemntBd,Gd,PConc,Gd,Gd,GLQ,Gd,Y,1625,0,1625,1.0,0,Gd,5,Typ,1,Gd,Fin,2.0,495.0,Y,123,153,Partial,2007,12.475932417711155,261956.15403083863
85,RL,,IR1,Bnk,CulDSac,Mitchel,6,6,1979,Gable,HdBoard,TA,CBlock,Gd,Av,GLQ,TA,Y,1299,0,1299,1.0,0,Gd,5,Typ,1,Po,RFn,2.0,486.0,Y,84,0,Normal,2007,12.094106741888565,178814.94833469504
20,RL,80.0,Reg,Lvl,Inside,Mitchel,5,5,2002,Gable,VinylSd,Gd,PConc,Gd,No,GLQ,Ex,Y,1392,0,1392,0.0,0,Gd,6,Typ,1,Gd,Fin,3.0,650.0,Y,168,0,Normal,2007,12.104771506092398,180732.17279660114
20,RL,44.0,IR1,Lvl,CulDSac,Mitchel,7,5,2002,Gable,VinylSd,Gd,PConc,Gd,No,GLQ,Ex,Y,1409,0,1409,1.0,1,Gd,4,Typ,1,Gd,RFn,2.0,576.0,Y,0,145,Normal,2007,12.259638051414413,211005.19888380746
20,RL,,IR1,Lvl,CulDSac,Mitchel,7,5,1992,Gable,HdBoard,TA,PConc,Gd,No,GLQ,TA,Y,1478,0,1478,1.0,0,TA,6,Typ,1,TA,Unf,2.0,506.0,Y,114,0,Normal,2007,12.157216282678778,190463.5816207849
80,RL,,IR1,Lvl,Inside,Mitchel,7,6,1975,Gable,Plywood,TA,CBlock,TA,Av,Rec,TA,Y,918,0,918,0.0,0,TA,4,Typ,0,,Unf,1.0,360.0,Y,192,0,Normal,2007,11.791223577691474,132087.99096251364
85,RL,82.0,IR1,Lvl,Corner,Mitchel,6,6,1974,Gable,Plywood,TA,CBlock,Gd,Av,ALQ,TA,Y,1026,0,1026,1.0,0,TA,5,Typ,1,Po,Unf,2.0,528.0,Y,193,0,Normal,2007,11.942766078563377,153701.25251204259
120,RL,46.0,IR1,Lvl,Inside,Timber,7,6,1987,Gable,VinylSd,Gd,BrkTil,Gd,Av,GLQ,Ex,Y,1501,0,1501,1.0,0,Gd,5,Typ,2,TA,Fin,2.0,512.0,Y,240,0,Normal,2007,12.390731789667784,240561.67719145934
20,RL,149.0,Reg,Lvl,Inside,Timber,6,8,1995,Hip,HdBoard,TA,CBlock,TA,No,Unf,Gd,Y,2279,0,2279,0.0,1,Gd,7,Typ,1,Gd,RFn,2.0,461.0,Y,274,138,Normal,2007,12.488994493928848,265400.290095258
20,RL,67.0,IR1,HLS,Inside,Timber,7,5,2007,Gable,VinylSd,Gd,PConc,Gd,No,Unf,Ex,Y,1689,0,1689,0.0,0,Gd,7,Typ,0,,Fin,2.0,433.0,Y,100,0,Partial,2007,12.296403432119567,218907.25635069353
20,RL,68.0,IR1,HLS,Inside,Timber,8,5,2007,Hip,VinylSd,Gd,PConc,Gd,Av,GLQ,Ex,Y,1564,0,1564,0.0,0,Ex,6,Typ,1,Gd,RFn,2.0,502.0,Y,132,0,Partial,2007,12.492706163333391,266387.1986380722
20,RL,42.0,Reg,Lvl,CulDSac,Timber,7,7,1985,Gable,Plywood,TA,CBlock,Gd,No,ALQ,Gd,Y,1240,0,1240,0.0,0,Gd,6,Typ,0,,Unf,2.0,528.0,Y,232,0,Normal,2007,12.2035893826251,199503.96356832513
20,RL,,IR1,Lvl,Inside,Timber,8,5,2001,Gable,VinylSd,Gd,PConc,Ex,Mn,GLQ,Ex,Y,1312,0,1312,0.0,0,Gd,5,Typ,0,,Unf,2.0,471.0,Y,256,0,Normal,2007,12.288085583106525,217093.97061756157
20,RL,80.0,Reg,Lvl,Inside,Timber,8,5,2002,Hip,VinylSd,Gd,PConc,Gd,Av,GLQ,Ex,Y,1922,0,1922,1.0,0,Gd,6,Typ,1,Ex,Fin,3.0,692.0,Y,201,0,Normal,2007,12.610453190939372,299674.8075679775
20,RL,,IR1,Lvl,Inside,Timber,6,5,1996,Gable,VinylSd,Gd,PConc,Ex,No,Unf,Ex,Y,1491,0,1491,0.0,0,TA,7,Typ,1,TA,Fin,2.0,571.0,Y,0,0,Normal,2007,12.181132296722541,195073.61843255063
60,RL,,IR1,Lvl,Inside,Timber,7,5,2004,Gable,VinylSd,Gd,PConc,Gd,Gd,GLQ,Ex,Y,1146,1340,2486,1.0,1,Gd,10,Typ,1,Gd,Fin,2.0,452.0,Y,143,0,Normal,2007,12.570570943416342,287958.29609766154
20,RL,85.0,IR1,HLS,Inside,Timber,10,5,2007,Hip,MetalSd,Ex,PConc,Ex,Gd,Unf,Ex,Y,1824,0,1824,0.0,0,Ex,8,Typ,1,Gd,Fin,3.0,932.0,Y,160,108,Partial,2007,12.739068856632157,340806.0603962929
20,RL,200.0,Reg,Lvl,Inside,Mitchel,3,5,1953,Gable,MetalSd,TA,CBlock,,,,Ex,Y,2034,0,2034,0.0,0,TA,9,Min1,0,,RFn,4.0,1041.0,N,483,0,Normal,2007,11.99016717543586,161162.29431113458
120,RM,62.0,IR1,Lvl,FR3,Mitchel,6,5,1997,Gable,VinylSd,TA,PConc,Ex,Av,Rec,Ex,Y,936,0,936,2.0,1,TA,3,Typ,0,,Fin,2.0,460.0,Y,0,0,Normal,2007,11.916990884446689,149790.19357133404
160,RM,21.0,Reg,Lvl,Inside,MeadowV,4,4,1972,Gable,CemntBd,TA,CBlock,TA,No,BLQ,TA,Y,546,546,1092,0.0,1,TA,5,Typ,0,,Unf,1.0,253.0,Y,0,0,Normal,2007,11.371988040436817,86854.36595219767
180,RM,,Reg,Lvl,Inside,MeadowV,4,5,1970,Gable,CemntBd,TA,CBlock,Gd,Av,GLQ,TA,Y,530,462,992,1.0,0,TA,4,Typ,0,,Fin,1.0,297.0,Y,112,0,Normal,2007,11.479650443288648,96727.25020948466
160,RM,21.0,Reg,Lvl,Inside,MeadowV,4,6,1970,Gable,CemntBd,TA,CBlock,TA,No,ALQ,Ex,Y,546,546,1092,0.0,1,TA,5,Typ,0,,,0.0,0.0,Y,0,0,Normal,2007,11.428337946419507,91889.12318287267
160,RM,21.0,Reg,Lvl,Inside,MeadowV,4,3,1976,Gable,CemntBd,TA,CBlock,TA,No,Unf,Ex,Y,546,546,1092,0.0,1,TA,6,Typ,0,,Unf,1.0,286.0,Y,0,0,Normal,2007,11.327508409416854,83075.77394642658
85,RL,72.0,Reg,Lvl,Inside,Mitchel,5,5,1977,Gable,Plywood,TA,PConc,Gd,Av,GLQ,TA,Y,1008,0,1008,1.0,0,Gd,4,Typ,1,Fa,Fin,2.0,678.0,Y,201,0,Normal,2007,11.904515430615449,147933.10104902886
80,RL,,IR1,Low,Corner,Mitchel,6,6,1977,Gable,HdBoard,TA,PConc,Gd,Gd,GLQ,TA,Y,1356,0,1356,2.0,0,TA,6,Typ,1,TA,Fin,2.0,528.0,Y,1424,0,Normal,2007,12.250706202916664,209128.92418955194
20,RL,61.0,IR1,Lvl,Inside,Mitchel,5,6,1994,Gable,Plywood,TA,PConc,TA,Mn,ALQ,TA,Y,1676,0,1676,1.0,1,Gd,6,Mod,2,TA,RFn,2.0,672.0,P,690,0,Normal,2007,12.150159453203182,189124.24390104268
60,RL,68.0,IR1,Lvl,Corner,Mitchel,5,7,1977,Gable,Plywood,TA,PConc,Gd,No,Rec,Ex,Y,716,716,1432,1.0,1,TA,6,Typ,1,Gd,Fin,2.0,531.0,Y,0,240,Normal,2007,12.073246726680317,175123.5014689681
85,RL,50.0,Reg,Lvl,Inside,Mitchel,5,7,1971,Gable,Wd Sdng,TA,CBlock,Gd,Av,GLQ,TA,Y,796,0,796,0.0,0,TA,5,Typ,0,,,0.0,0.0,Y,129,0,Normal,2007,11.644715834612642,114086.91333934081
20,RL,124.0,Reg,Lvl,Inside,Mitchel,4,3,1961,Shed,Plywood,TA,CBlock,TA,No,BLQ,TA,N,1608,0,1608,0.0,0,TA,6,Typ,0,,Unf,1.0,444.0,Y,152,0,Abnorml,2007,11.624670078135146,111822.7243658528
20,RL,,IR2,Lvl,Corner,Mitchel,5,6,2003,Gable,Plywood,TA,PConc,Gd,No,LwQ,TA,Y,1178,0,1178,1.0,1,TA,6,Typ,0,,Unf,2.0,502.0,Y,0,88,Normal,2007,11.957976561259548,156056.99331283153
20,RL,65.0,IR1,Lvl,Inside,Mitchel,5,7,1983,Gable,HdBoard,TA,CBlock,Gd,No,ALQ,TA,Y,816,0,816,1.0,0,TA,4,Typ,0,,Fin,1.0,264.0,Y,330,0,Normal,2007,11.739780912987685,125464.84929044903
20,RL,62.0,Reg,Lvl,Inside,Mitchel,5,6,1984,Gable,Plywood,TA,CBlock,TA,No,ALQ,TA,Y,887,0,887,0.0,0,TA,5,Typ,0,,RFn,1.0,288.0,Y,140,0,Normal,2007,11.666439297676954,116592.39148941454
20,RL,,IR1,Lvl,Inside,NAmes,6,5,1954,Hip,Wd Sdng,TA,CBlock,TA,No,BLQ,Gd,Y,1293,0,1293,1.0,0,TA,5,Typ,0,,RFn,2.0,452.0,Y,280,0,Normal,2006,11.92034034045047,150292.750410668
20,RL,85.0,IR1,Lvl,Inside,NAmes,6,6,1956,Hip,VinylSd,TA,CBlock,TA,No,Rec,TA,Y,1024,0,1024,1.0,0,Gd,5,Typ,2,TA,Unf,1.0,313.0,Y,0,280,Normal,2006,11.892647762939113,146187.8566412988
20,RL,,IR1,Lvl,Corner,NAmes,5,5,1957,Gable,Wd Sdng,TA,CBlock,TA,Mn,Rec,Fa,Y,1797,0,1797,0.0,1,TA,7,Typ,1,TA,Unf,3.0,963.0,Y,0,0,Normal,2006,12.055975350584001,172124.84759251037
20,RL,,IR1,Low,CulDSac,NAmes,6,6,1957,Gable,Wd Sdng,TA,CBlock,Gd,Gd,ALQ,Ex,Y,1390,0,1390,1.0,1,Ex,4,Min1,2,Gd,Unf,2.0,550.0,Y,0,0,Abnorml,2006,12.128425789614058,185058.22598837342
20,RL,90.0,Reg,Lvl,Corner,NAmes,7,6,1969,Gable,HdBoard,TA,CBlock,TA,Mn,Unf,Gd,Y,1851,0,1851,0.0,0,TA,8,Typ,1,TA,Fin,2.0,506.0,Y,0,0,Normal,2006,12.165932906861034,192131.03781899065
60,RL,60.0,IR1,Lvl,Inside,Gilbert,6,5,1998,Gable,VinylSd,TA,PConc,TA,No,GLQ,Ex,Y,813,712,1525,1.0,1,TA,6,Typ,1,TA,Fin,2.0,400.0,Y,421,0,Normal,2006,12.121710799994682,183819.72483684614
60,RL,,IR2,Lvl,Inside,Gilbert,6,5,1995,Gable,HdBoard,TA,PConc,Gd,No,Unf,Gd,Y,781,890,1671,0.0,1,TA,7,Typ,1,TA,Fin,2.0,423.0,Y,0,0,Normal,2006,12.055522041649445,172046.83954344614
60,RL,54.0,IR1,Lvl,Inside,Gilbert,6,5,1996,Gable,HdBoard,TA,PConc,Gd,No,Unf,Gd,Y,821,955,1776,0.0,1,TA,7,Typ,1,TA,Fin,2.0,443.0,Y,286,0,Normal,2006,12.082355326085171,176725.91809689198
60,RL,50.0,IR1,HLS,CulDSac,Gilbert,8,5,2005,Gable,VinylSd,Gd,PConc,Gd,No,Unf,Ex,Y,1074,990,2064,0.0,1,Gd,7,Typ,1,Gd,Fin,2.0,527.0,Y,0,0,Normal,2006,12.353306823405745,231725.05113284083
60,RL,42.0,IR1,HLS,CulDSac,Gilbert,7,5,2006,Gable,VinylSd,Gd,PConc,Gd,Av,GLQ,Ex,Y,1700,512,2212,1.0,1,Gd,9,Typ,1,Gd,Fin,3.0,773.0,Y,237,115,Partial,2006,12.641415886745644,309098.6889939027
160,RL,68.0,IR1,Lvl,Inside,StoneBr,8,5,1994,Gable,CemntBd,Gd,PConc,Gd,No,Unf,Ex,Y,2079,608,2687,0.0,1,Gd,9,Typ,0,,Fin,2.0,618.0,Y,168,0,Normal,2006,12.504282647634177,269488.94487940683
20,RL,,IR1,Lvl,Inside,Gilbert,6,6,1994,Gable,HdBoard,TA,PConc,Gd,No,GLQ,Gd,Y,1169,0,1169,0.0,0,TA,6,Typ,1,TA,Fin,2.0,402.0,Y,0,144,Normal,2006,12.080571439268397,176410.94008750416
120,RL,30.0,IR1,Lvl,Inside,StoneBr,8,5,1987,Gable,HdBoard,TA,CBlock,Gd,No,Unf,TA,Y,1204,0,1204,0.0,0,TA,5,Typ,0,,RFn,2.0,461.0,Y,120,0,Normal,2006,12.080945823389744,176476.9979070326
60,RL,59.0,IR1,HLS,CulDSac,StoneBr,9,5,2006,Hip,VinylSd,Gd,PConc,Ex,Gd,GLQ,Ex,Y,1414,1384,2798,1.0,1,Ex,11,Typ,1,Gd,Fin,3.0,670.0,Y,182,0,Partial,2006,12.935137344390776,414628.13795251166
60,RL,60.0,IR1,HLS,CulDSac,StoneBr,10,5,2006,Hip,CemntBd,Ex,PConc,Ex,Gd,Unf,Ex,Y,1528,1862,3390,0.0,1,Ex,10,Typ,1,Ex,Fin,3.0,758.0,Y,204,0,Partial,2006,12.983452727320325,435152.89336664375
60,RL,63.0,IR1,HLS,CulDSac,StoneBr,9,5,2006,Hip,VinylSd,Gd,PConc,Ex,Gd,GLQ,Ex,Y,1102,1371,2473,0.0,1,Gd,11,Typ,1,Gd,Fin,3.0,675.0,Y,246,0,Partial,2006,12.806432852601558,364555.05173813505
60,RL,82.0,IR1,Lvl,CulDSac,StoneBr,10,5,2006,Hip,VinylSd,Ex,PConc,Ex,No,GLQ,Ex,Y,1850,848,2698,1.0,1,Ex,11,Typ,1,Gd,RFn,3.0,736.0,Y,250,0,Partial,2006,12.952462594219709,421874.26324269
60,RL,92.0,IR1,HLS,Corner,StoneBr,9,5,2006,Hip,VinylSd,Gd,PConc,Ex,Av,Unf,Ex,Y,1390,1405,2795,0.0,1,Ex,10,Typ,1,Gd,Fin,3.0,660.0,Y,272,0,Partial,2006,12.813103753495596,366995.09194323147
120,RL,60.0,Reg,HLS,Inside,StoneBr,9,5,2005,Hip,MetalSd,Gd,PConc,Ex,Gd,GLQ,Ex,Y,1714,0,1714,1.0,0,Gd,7,Typ,1,Gd,Fin,2.0,517.0,Y,156,0,Normal,2006,12.607837153435216,298891.8715738028
20,RL,90.0,IR1,HLS,Inside,StoneBr,9,5,2005,Hip,VinylSd,Ex,PConc,Ex,Gd,GLQ,Ex,Y,2000,0,2000,1.0,1,Ex,8,Typ,2,Gd,Unf,3.0,722.0,Y,351,123,Normal,2006,12.832939390595538,374347.3507107307
85,RL,,IR1,Lvl,FR3,NWAmes,6,6,1980,Gable,HdBoard,TA,CBlock,Gd,Av,GLQ,TA,Y,1102,0,1102,1.0,0,TA,5,Typ,1,TA,RFn,2.0,582.0,Y,140,0,Normal,2006,12.051403492614922,171339.71336502035
60,RL,81.0,Reg,Lvl,Inside,NWAmes,7,5,1978,Gable,Plywood,TA,CBlock,TA,No,Unf,TA,Y,945,912,1857,0.0,1,TA,8,Typ,1,TA,RFn,2.0,482.0,Y,400,0,Normal,2006,12.098118639319713,179533.7765349276
85,RL,,IR1,Lvl,Inside,NWAmes,7,5,1976,Gable,VinylSd,Gd,CBlock,Ex,Gd,GLQ,TA,Y,1083,0,1083,1.0,0,TA,5,Typ,1,Fa,RFn,2.0,596.0,Y,444,0,Normal,2006,12.103106313830672,180431.4694149716
60,FV,75.0,IR1,Lvl,Inside,Somerst,7,5,2006,Gable,VinylSd,Gd,PConc,Gd,No,ALQ,Ex,Y,960,1358,2318,1.0,1,Gd,8,Typ,1,Ex,Fin,2.0,541.0,Y,0,0,Partial,2006,12.50353106887992,269286.4788080575
80,RL,81.0,Reg,Lvl,Inside,NWAmes,6,6,2000,Gable,Plywood,TA,CBlock,TA,No,ALQ,TA,Y,1109,766,1875,0.0,0,Gd,8,Typ,1,TA,RFn,2.0,485.0,Y,48,0,Normal,2006,12.13864252570141,186958.60836630123
20,RL,80.0,Reg,Lvl,Inside,NWAmes,6,6,1974,Gable,HdBoard,TA,CBlock,TA,No,ALQ,TA,Y,1103,0,1103,0.0,0,TA,6,Typ,0,,Unf,2.0,462.0,Y,295,0,Normal,2006,11.895887709065681,146662.2655358061
20,RL,60.0,Reg,Lvl,Inside,NAmes,4,4,1971,Gable,HdBoard,TA,CBlock,TA,No,Rec,TA,Y,874,0,874,0.0,0,TA,5,Typ,0,,Unf,2.0,576.0,Y,63,0,Normal,2006,11.532720803246137,101999.25652264201
120,RH,26.0,IR2,Lvl,FR2,NAmes,6,5,2002,Gable,MetalSd,Gd,PConc,Gd,No,GLQ,Ex,Y,1419,0,1419,1.0,0,Gd,4,Typ,0,,Fin,2.0,543.0,Y,196,0,Normal,2006,12.07221869034135,174943.56065434666
160,RM,24.0,Reg,Lvl,Inside,BrDale,6,5,1973,Gable,HdBoard,TA,CBlock,TA,No,Unf,TA,Y,525,567,1092,0.0,1,TA,6,Typ,0,,Unf,2.0,440.0,Y,0,0,Normal,2006,11.528773517469192,101597.42989212334
160,RM,24.0,Reg,Lvl,Inside,BrDale,5,6,1973,Gable,HdBoard,TA,CBlock,TA,No,LwQ,Gd,Y,765,600,1365,0.0,1,Gd,7,Min1,1,Fa,Unf,2.0,440.0,Y,0,0,Normal,2006,11.698488138129145,120389.56493541287
160,RM,21.0,Reg,Lvl,Inside,BrDale,6,7,1972,Gable,HdBoard,TA,CBlock,TA,No,ALQ,Ex,Y,494,536,1030,0.0,1,TA,6,Typ,0,,Unf,1.0,264.0,Y,0,0,Normal,2006,11.594433010012091,108492.14033305246
160,RM,21.0,Reg,Lvl,Inside,BrDale,6,5,1972,Gable,HdBoard,TA,CBlock,TA,No,ALQ,TA,Y,483,465,948,0.0,1,TA,5,Typ,0,,Unf,1.0,264.0,Y,0,0,Normal,2006,11.46881448829383,95684.77637959999
160,RM,21.0,Reg,Lvl,Inside,BrDale,6,5,1972,Gable,HdBoard,TA,CBlock,TA,No,BLQ,Gd,Y,525,567,1092,0.0,1,TA,6,Typ,0,,Unf,1.0,264.0,Y,352,0,Normal,2006,11.544260893777206,103183.15518724934
120,RL,53.0,Reg,Lvl,Inside,NPkVill,6,5,1975,Gable,Plywood,TA,CBlock,Gd,No,ALQ,Gd,Y,1069,0,1069,0.0,0,TA,4,Typ,1,Po,RFn,2.0,440.0,Y,0,225,Normal,2006,11.915039896700943,149498.23963112998
20,RL,65.0,Reg,Lvl,Inside,NAmes,5,7,1975,Hip,MetalSd,TA,CBlock,TA,Mn,ALQ,TA,Y,1387,0,1387,1.0,0,TA,6,Typ,1,TA,RFn,1.0,300.0,Y,0,0,Normal,2006,11.975144553853841,158759.308912372
120,RL,24.0,Reg,Lvl,FR2,NPkVill,7,7,1976,Gable,Plywood,TA,CBlock,TA,No,ALQ,TA,Y,1055,0,1055,1.0,0,TA,4,Typ,0,,Unf,1.0,319.0,Y,0,0,Normal,2006,11.92876191127959,151563.79604158527
160,RL,24.0,Reg,Lvl,Inside,NPkVill,6,5,1976,Gable,Plywood,TA,CBlock,Gd,No,ALQ,Gd,Y,855,601,1456,0.0,1,TA,6,Typ,1,TA,RFn,2.0,460.0,Y,0,0,Normal,2006,11.969961543680919,157938.5865427238
60,RL,72.0,IR1,Lvl,Inside,NridgHt,9,5,2006,Hip,VinylSd,Gd,PConc,Ex,No,GLQ,Gd,Y,1738,851,2589,1.0,1,Ex,11,Typ,1,Gd,RFn,3.0,831.0,Y,0,0,Partial,2006,12.8367145289278,375763.23464127094
20,RL,110.0,Reg,Lvl,Corner,NridgHt,8,5,2004,Gable,VinylSd,Gd,PConc,Gd,Av,Unf,Ex,Y,1618,0,1618,0.0,0,Gd,6,Typ,1,Gd,Fin,3.0,880.0,Y,0,0,Normal,2006,12.446075377865414,254250.52476100053
20,RL,108.0,Reg,Lvl,Corner,NridgHt,7,5,2006,Hip,VinylSd,Gd,PConc,Ex,No,Unf,Ex,Y,1740,0,1740,0.0,0,Gd,8,Typ,0,,RFn,3.0,874.0,Y,0,0,Partial,2006,12.413290264576625,246050.05370841527
20,RL,120.0,IR1,HLS,Corner,NridgHt,9,5,2005,Hip,VinylSd,Ex,PConc,Ex,Gd,GLQ,Ex,Y,1868,0,1868,1.0,0,Ex,7,Typ,1,Gd,Fin,3.0,1085.0,Y,354,156,Normal,2006,12.814048615456155,367342.01551695424
60,RL,120.0,IR1,Lvl,Corner,NridgHt,9,5,2006,Hip,VinylSd,Gd,PConc,Gd,Av,Unf,Ex,Y,1117,1089,2206,0.0,1,Ex,10,Typ,1,Gd,Fin,3.0,670.0,Y,148,0,Partial,2006,12.682105471162606,321935.1707438249
60,RL,82.0,IR1,Lvl,Inside,NridgHt,9,5,2006,Gable,MetalSd,Ex,PConc,Ex,Av,GLQ,Ex,Y,1625,466,2091,1.0,1,Ex,8,Typ,1,Gd,RFn,2.0,521.0,Y,194,0,Partial,2006,12.731635663619834,338282.1750539173
60,RL,103.0,IR1,Lvl,Corner,NridgHt,8,5,2006,Gable,CemntBd,Gd,PConc,Ex,Av,Unf,Ex,Y,1209,1044,2253,0.0,1,Ex,8,Typ,1,Gd,Fin,2.0,575.0,Y,243,0,Partial,2006,12.604893197818189,298013.2411286979
60,RL,82.0,IR1,Lvl,Inside,NridgHt,8,5,2006,Gable,VinylSd,Gd,PConc,Ex,Gd,Unf,Gd,Y,1054,1335,2389,0.0,1,Gd,10,Typ,1,Gd,Fin,3.0,672.0,Y,176,0,Partial,2006,12.627379893872249,304790.48766889423
60,RL,82.0,IR1,Lvl,Inside,NridgHt,8,5,2006,Hip,MetalSd,Gd,PConc,Ex,Av,GLQ,Ex,Y,1544,814,2358,1.0,1,Ex,10,Typ,1,Gd,Fin,3.0,784.0,Y,120,0,Partial,2006,12.778972187070266,354680.3311210048
20,RL,121.0,IR1,Lvl,Inside,NridgHt,9,5,2006,Gable,VinylSd,Ex,PConc,Ex,Gd,GLQ,Ex,Y,1792,0,1792,1.0,0,Gd,6,Typ,1,Gd,RFn,3.0,925.0,Y,204,0,Partial,2006,12.714047457329624,332384.41591305274
20,RL,131.0,IR1,Lvl,Corner,NridgHt,9,5,2005,Hip,MetalSd,Ex,PConc,Ex,Gd,GLQ,Ex,Y,1780,0,1780,1.0,0,Ex,7,Typ,1,Gd,Fin,3.0,816.0,Y,144,0,Normal,2006,12.72490953872923,336014.48183946655
60,RL,,IR1,Lvl,Corner,NridgHt,8,5,2004,Gable,VinylSd,Gd,PConc,Gd,No,GLQ,Ex,Y,1426,488,1914,1.0,1,Gd,9,Typ,1,TA,RFn,3.0,746.0,Y,168,0,Normal,2006,12.575255324769888,289310.3669057195
120,RL,48.0,Reg,Lvl,Inside,NridgHt,9,5,2005,Hip,MetalSd,Ex,PConc,Ex,No,GLQ,Ex,Y,1565,0,1565,1.0,0,Ex,6,Typ,1,Gd,RFn,2.0,556.0,Y,196,0,Normal,2006,12.545437446239525,280811.09044469724
20,RL,61.0,Reg,Lvl,Inside,NridgHt,9,5,2006,Hip,MetalSd,Gd,PConc,Ex,No,GLQ,Ex,Y,1686,0,1686,1.0,0,Ex,6,Typ,1,Gd,Fin,3.0,899.0,Y,266,0,Partial,2006,12.655580656085915,313508.1564452594
120,RL,48.0,Reg,Lvl,Inside,NridgHt,9,5,2006,Hip,MetalSd,Ex,PConc,Ex,No,GLQ,Ex,Y,1666,0,1666,1.0,0,Gd,6,Typ,1,Gd,RFn,2.0,575.0,Y,228,0,Partial,2006,12.578786224106949,290333.6982652643
60,RL,65.0,Reg,Lvl,Inside,Gilbert,6,5,2006,Gable,VinylSd,Gd,PConc,Gd,No,Unf,Ex,Y,728,728,1456,0.0,1,Gd,8,Typ,1,Gd,Fin,2.0,390.0,Y,0,0,Partial,2006,12.085369463403724,177259.39786853798
60,RL,65.0,Reg,Lvl,Inside,Gilbert,7,5,2006,Gable,VinylSd,Gd,PConc,Gd,No,Unf,Ex,Y,738,754,1492,0.0,1,Gd,8,Typ,0,,Fin,2.0,440.0,Y,0,0,Partial,2006,12.097383942310454,179401.92204872583
20,RL,102.0,IR1,Lvl,Inside,Gilbert,6,5,2006,Gable,VinylSd,Gd,PConc,Gd,Av,Unf,Ex,Y,1326,0,1326,0.0,0,Gd,6,Typ,0,,Fin,2.0,427.0,Y,100,0,Partial,2006,12.097178234317893,179365.02143498516
60,RL,96.0,IR1,Lvl,Corner,Gilbert,8,5,2005,Gable,VinylSd,Gd,PConc,Gd,Av,Unf,Ex,Y,1052,1321,2373,0.0,1,Gd,9,Typ,1,Gd,Fin,3.0,632.0,Y,120,0,Partial,2006,12.507258358649102,270292.06042835483
60,RL,75.0,IR1,Lvl,Inside,Gilbert,7,5,2006,Gable,VinylSd,Gd,PConc,Gd,No,Unf,Ex,Y,738,754,1492,0.0,1,Gd,8,Typ,0,,Fin,2.0,440.0,Y,100,0,Partial,2006,12.109466133001332,181582.6376639619
120,RL,43.0,Reg,Lvl,Inside,Blmngtn,7,5,2006,Gable,VinylSd,Gd,PConc,Gd,Av,GLQ,Ex,Y,1364,0,1364,1.0,0,Gd,6,Typ,1,Gd,Fin,2.0,437.0,Y,100,0,Partial,2006,12.312126877859459,222376.43496633772
120,RL,,Reg,Lvl,Inside,Blmngtn,7,5,2002,Gable,VinylSd,Gd,PConc,Gd,Av,GLQ,Ex,Y,1511,0,1511,1.0,0,Gd,5,Typ,1,TA,Fin,2.0,398.0,Y,130,0,Normal,2006,12.311422281765632,222219.80458595828
120,RM,,Reg,Lvl,Inside,Blmngtn,7,5,2004,Hip,VinylSd,Gd,PConc,Gd,No,GLQ,Ex,Y,1548,0,1548,1.0,0,Gd,7,Typ,1,TA,Fin,2.0,388.0,Y,143,0,Normal,2006,12.257286486870427,210509.58949663426
120,RL,43.0,Reg,Lvl,Inside,Blmngtn,7,5,2006,Gable,VinylSd,Gd,PConc,Gd,Gd,GLQ,Ex,Y,1142,0,1142,0.0,0,Gd,6,Typ,0,,Fin,2.0,440.0,Y,90,0,Partial,2006,12.169769425127882,192869.5678413117
60,RL,59.0,IR1,Lvl,Inside,Gilbert,7,5,2005,Gable,VinylSd,Gd,PConc,Gd,Av,Unf,Ex,Y,848,750,1598,0.0,1,Gd,7,Typ,1,Gd,Fin,2.0,433.0,Y,100,0,Normal,2006,12.198830625247602,198556.8279914452
60,RL,,IR1,Lvl,Inside,Gilbert,6,5,2000,Gable,VinylSd,TA,PConc,Gd,No,ALQ,Ex,Y,1008,881,1889,0.0,1,TA,9,Typ,1,TA,Fin,2.0,431.0,Y,0,0,Normal,2006,12.190525771234919,196914.6708975891
60,RL,,IR1,Lvl,FR3,Gilbert,7,5,2006,Gable,VinylSd,Gd,PConc,Gd,No,Unf,Gd,Y,1082,1240,2322,0.0,1,Gd,8,Typ,0,,RFn,3.0,617.0,Y,400,0,Partial,2006,12.365089167018905,234471.4631217788
